text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
" While your 0-60 time is consistent with most car magazines and reports, I saw the PBS MotorWeek show clock a 5-speed SL2 at 7.9 seconds. I'm sure that most SL2 owners will be VERY lucky to get this speed, but 7.9 seconds is still astonishingly fast for a smal…",Other,22.0,0.733,neutral,0.0,Minimal,"['seconds', 'sl2', 'lucky', '60', 'speed', 'pbs', 'mistaken', 'civic']",['PBS (ORG)'],"Other signal detected. Key terms: seconds, sl2, lucky, 60, speed, pbs."
" I remember this happening on the I-75 through Michigan and Ohio several years back. A group of guys in an old beater would rear end a car, usually out of state or Canadians. You stop and they smack you with a BB bat. At least they didn't kill you for the sake…",Other,22.0,0.733,neutral,0.0,Minimal,"['rear end', 'beater', 'end car', 'bb', 'canadians', 'bat', 'car', 'michigan']","['Michigan (GPE)', 'Ohio (GPE)', 'several\nyears back (DATE)', 'BB (GPE)']","Other signal detected. Key terms: rear end, beater, end car, bb, canadians, bat."
" I really must object to that last statement. Having a lot of experience with a '92 Grand Am coupe, I can firmly state that they do have a lot of outstanding qualities. Very reliable throughout. Great layout of controls and components. Very roomy considering t…",Other,21.9,0.73,neutral,0.0,Minimal,"['statement', 'drive', 'dependable', 'roomy', 'outstanding', 'cars driven', 'exceptional', 'feel way']","[""'92 (DATE)"", 'V6 (GPE)', 'Rob\nbell@plains.nodak.edu\n (PERSON)']","Other signal detected. Key terms: statement, drive, dependable, roomy, outstanding, cars driven."
"Another guess to your salvation riddle would be ""saved"".…",Physical Threat,21.9,0.219,neutral,0.0,Minimal,"['riddle', 'salvation', 'saved', 'guess']",[],"Physical Threat signal detected. Key terms: riddle, salvation, saved, guess."
" Turbo boost is necessary if a turboed car. Fuel reserve warning. Coolant level warning. It would also be nice to have a gauge that would cycle across the different sensors in the FI system such as O2 sensor, altitude, Air Flow... I'd love to get Tranny and di…",Other,21.9,0.729,neutral,0.0,Minimal,"['warning', 'coolant', 'diff', 'sensors', 'temp', 'tach', 'cycle', 'gauge']","['Turbo (ORG)', 'FI (GPE)', 'O2 (ORG)', 'Air Flow (PERSON)', 'Tranny (PERSON)', 'Brake (ORG)']","Other signal detected. Key terms: warning, coolant, diff, sensors, temp, tach."
 The private insurance industry skims the cream off the milk...simple.…,Sanctions/Compliance,21.9,0.292,neutral,0.0,Minimal,"['milk', 'cream', 'private insurance', 'industry', 'insurance', 'simple', 'private']",[],"Sanctions/Compliance signal detected. Key terms: milk, cream, private insurance, industry, insurance, simple."
 I couldnt agree more. That is how it SHOULD work. People should also ALWAYS see motorcycles too. I CONSTANTLY scan behind me (I have one of those wink mirrors) and two outside mirrors. I actually spend just as much time checking my six (cops you know). I stil…,Physical Threat,21.9,0.219,neutral,0.0,Minimal,"['mirrors', 'work people', 'motorcycles', 'scan', 'checking', 'constantly', 'guard', 'caught']","['SHOULD (ORG)', 'ALWAYS (ORG)', 'CONSTANTLY (ORG)']","Physical Threat signal detected. Key terms: mirrors, work people, motorcycles, scan, checking, constantly."
" I find this method much better myself, too, although I do really hate it when the bolt finally comes loose and the wrench and my hand both come crashing into my face. After coming to, which is about 15 minutes later, I change my clothes (because by this time …",Other,21.8,0.728,neutral,0.0,Minimal,"['oil', 'ice', 'face', 'later', 'change', 'try change', 'crashing', '15 minutes']","['Tylenol (ORG)', 'one\nweekend (DATE)']","Other signal detected. Key terms: oil, ice, face, later, change, try change."
" Sounds more like an Opel GT. Neat cars, fun to drive. Sold through Buick from 196? through 1973 (if I remember correctly). I believe it was in '72 that there were some engine mods made such that parts were not interchangeable with the older models. Parts are …",Other,21.8,0.727,neutral,0.0,Minimal,"['parts', 'gt', 'models', 'interchangeable', 'remember correctly', 'difficult time', 'buick', 'opel']","['Neat (ORG)', 'Sold (PERSON)', 'Buick (PERSON)', '1973 (DATE)', ""'72 (DATE)"", 'JC Whitney (PERSON)', 'Kharman Ghia (PERSON)']","Other signal detected. Key terms: parts, gt, models, interchangeable, remember correctly, difficult time."
 Such as? Not being able to get married isn't a roadblock to a permanent relationship. Lack of a marriage certificate doesn't force a couple to break up. This is an excuse used by homosexuals because the alternative is to ask why they are so much more promiscu…,Sanctions/Compliance,21.8,0.291,neutral,0.0,Minimal,"['straights', 'certificate', 'promiscuous', 'permanent', 'married', 'marriage', 'alternative', 'excuse']",[],"Sanctions/Compliance signal detected. Key terms: straights, certificate, promiscuous, permanent, married, marriage."
":>:It would seem that a society with a ""failed"" government would be an ideal :>:setting for libertarian ideals to be implemented. Now why do you suppose :>:that never seems to occur?... :> :> :>I fail to see why you should feel this way in the first place. Con…",Sanctions/Compliance,21.8,0.291,positive,1.0,Minimal,"['ideal', 'someplace', 'proving', 'failed', 'ground', 'society', 'felt way', 'individualism']","['the Soviet Union (GPE)', 'Steve (PERSON)', 'Someplace (PERSON)', 'Texas (GPE)']","Sanctions/Compliance signal detected. Key terms: ideal, someplace, proving, failed, ground, society."
"[ ... ] This, BTW, is normal behavior for newsie's. The followup isn't ""news"" ...…",Physical Threat,21.7,0.217,neutral,0.0,Minimal,"['followup', 'behavior', 'normal', 'btw', 'news', 'isn']",[],"Physical Threat signal detected. Key terms: followup, behavior, normal, btw, news, isn."
"First off, the correct spelling of Nissan's luxury automobile division is ""Infiniti"" not ""Infinity."" I would also like to clear up the question of what kind of engines power Lexus and Infiniti automobiles, since a person had remarked in earlier posts that most…",Other,21.7,0.724,neutral,0.0,Minimal,"['infiniti', 'v6', 'v8', 'lexus', 'engines', 'ls400', 'earlier posts', 'g20']","['Nissan (ORG)', 'Infiniti (ORG)', 'Lexus (ORG)', 'V6 (GPE)', 'V6\n   (PERSON)']","Other signal detected. Key terms: infiniti, v6, v8, lexus, engines, ls400."
"I have a '71 Buick Skylark with 148K on it. I bought it in California, and if it'll let me, I'd like to keep it for another year. The only problem is these Indiana winters--my heater controls don't work. The car has vacuum operated control switches for the ven…",Other,21.6,0.719,neutral,0.0,Minimal,"['air', 'vacuum', 'flow', 'indiana', 'controls', 'outside', 'live', 'probably just']","['Buick Skylark (PERSON)', 'California (GPE)', 'another year (DATE)', 'Indiana (GPE)', 'winters (DATE)']","Other signal detected. Key terms: air, vacuum, flow, indiana, controls, outside."
" An interesting interpretation of Revelation 17 and 18 has been given by evangelist David Wilkerson. I am not saying that I totally agree with his interpretation, but it is certainly believable and good food for thought. He interprets the Babylon of Revelation…",Harassment,21.5,0.392,positive,1.0,Minimal,"['babylon', 'revelation', 'world', 'interpretation', 'wilkerson', '17 18', 'powerful', 'nation']","['18 (DATE)', 'David Wilkerson (PERSON)', 'U. S. of A.   (PERSON)', 'America (GPE)', 'The Babylon of Revelation (ORG)', 'the 20th century (DATE)', 'U.S. (GPE)', 'Babylon (ORG)']","Harassment signal detected. Key terms: babylon, revelation, world, interpretation, wilkerson, 17 18."
"According to a LoJack representative I saw recently, LoJack must be installed by an authorized LoJack dealer, and is placed in one of (roughly) 30 spots in the car... …",Other,21.5,0.718,neutral,0.0,Minimal,"['spots', 'roughly', 'representative', 'authorized', 'placed', 'installed', 'dealer', 'recently']","['LoJack (PERSON)', 'LoJack (ORG)']","Other signal detected. Key terms: spots, roughly, representative, authorized, placed, installed."
" Wow, the scope of the mission of the ATF continues to expand. Besides Alcohol, Tobacco, and Firearms, they now seem to be involded in Child Protective Services, Drug Enforcement and Tax Evasion. They look to be on the road to being the nations *boys in blue*!…",Sanctions/Compliance,21.4,0.286,neutral,0.0,Minimal,"['tax evasion', 'protective', 'evasion', 'lance', 'alcohol tobacco', 'tobacco firearms', 'wow', 'mission']","['ATF (ORG)', 'Zeik-Heil (PERSON)']","Sanctions/Compliance signal detected. Key terms: tax evasion, protective, evasion, lance, alcohol tobacco, tobacco firearms."
============================================================================ David Matthew Deane (deane@binah.cc.brandeis.edu)…,Cyber,21.4,0.252,neutral,0.0,Minimal,"['brandeis', 'cc', 'matthew', 'david', 'edu']",['David Matthew Deane (PERSON)'],"Cyber signal detected. Key terms: brandeis, cc, matthew, david, edu."
" Cool it, will you? Let people form their own opinions. Even Mr. Sternlight might be right sometime, and you guys are setting things up so that the only way he can regain any credibility is to renounce his previous statements and move towards the mainstream of…",Sanctions/Compliance,21.4,0.285,neutral,0.0,Minimal,"['mr sternlight', 'let people', 'things way', 'tolerance', 'sternlight', 'mainstream', 'credibility', 'imo']",['Sternlight (PERSON)'],"Sanctions/Compliance signal detected. Key terms: mr sternlight, let people, things way, tolerance, sternlight, mainstream."
<come along since the Mazda MPV. The NISSAN MAXIMA engine paired with <the rest of the vehicle seems well engineered. Only the price is…,Other,21.3,0.709,neutral,0.0,Minimal,"['mazda mpv', 'mpv', 'maxima', 'engineered', 'nissan', 'mazda', 'vehicle', 'engine']","['Mazda (ORG)', 'NISSAN (ORG)']","Other signal detected. Key terms: mazda mpv, mpv, maxima, engineered, nissan, mazda."
" Calling Bill Gates, calling Bill Gates.... -Jason…",Physical Threat,21.2,0.212,neutral,0.0,Minimal,"['gates', 'calling', 'jason']","['Bill Gates (PERSON)', 'Bill Gates....\n\n\n-Jason (PERSON)']","Physical Threat signal detected. Key terms: gates, calling, jason."
"If you'd like to find a home for that beekeeping equipment you'll never use again, here's a likely victim, uh, customer. To make a deal, call: Laura Forbes (503)275-4483…",Physical Threat,21.2,0.212,neutral,0.0,Minimal,"['make deal', 'like home', '503', 'customer', '275', 'uh', 'victim', 'equipment']",['Laura Forbes (PERSON)'],"Physical Threat signal detected. Key terms: make deal, like home, 503, customer, 275, uh."
" According to reports, if you don't have DOS yet, and don't have any utilities (QEMM, Stacker, PCTools, Norton, ...) then DOS6 may be worth it. For people who have DOS5, and some sort of utility, DOS6 doesn't offer much. You'd never know it from the usual hype…",Fraud,21.2,0.302,neutral,0.0,Minimal,"['worth people', 'doesn offer', 'stacker', 'hype', 'norton', 'marketing', 'utilities', 'utility']","['DOS (ORG)', 'QEMM (ORG)', 'Stacker (ORG)', 'PCTools (ORG)', 'Norton (ORG)', 'DOS6 (PERSON)', 'DOS5 (PERSON)', 'DOS6 (ORG)']","Fraud signal detected. Key terms: worth people, doesn offer, stacker, hype, norton, marketing."
" How do you take off the driver side door panel from the inside on an '87 Honda Prelude? The speaker went scratchy, and I want to access its pins. Why are you posting this tripe to rec.autos.vw?…",Other,21.2,0.706,neutral,0.0,Minimal,"['tripe', 'pins', 'prelude', 'rec autos', 'vw', 'rec', 'panel', '87']","[""'87 (DATE)"", 'Honda (ORG)']","Other signal detected. Key terms: tripe, pins, prelude, rec autos, vw, rec."
" james, i really hate to do this, but try reading the damn posts! never was a t'bird mentioned. The discussion was about SHO's and 'stangs not being up to spec. I do not know about t'birds. I only know that the specs quoted for the SHO by previous poster sound…",Other,21.1,0.703,neutral,0.0,Minimal,"['sho', 'plenty', 'tossed', 'memory serves', 'try reading', 'think ford', 'spec', 'birds']","['james (PERSON)', 'SHO (ORG)', 'Ford (ORG)']","Other signal detected. Key terms: sho, plenty, tossed, memory serves, try reading, think ford."
-> The current 4.9l V-8 will soldier on for about two years. A version -> of the 32 valve modular V-8 in the Mark VIII could be offered then. How unfortunate for anyone who loves the simplicity with which 302 and 351 Fords and 305 and 350 Chevys can be built u…,Other,21.1,0.704,neutral,0.0,Minimal,"['firebird', 'ford', 'current', 'new', '305', '9l', '302', 'litres']","['about two years (DATE)', 'Chevys (PERSON)', 'Ford (ORG)', 'Mustang (GPE)', 'Firebird (PERSON)', '1970 (DATE)']","Other signal detected. Key terms: firebird, ford, current, new, 305, 9l."
"I just visited the NY Auto Show, and saw two LH cars on the floor: Eagle Vision and Dodge Intrepid. Really nice I must say. Very attractive styling, lots of features and room, at a competitive price. Unfortunately, the workmanship is quite disappointing. On BO…",Other,21.1,0.702,neutral,0.0,Minimal,"['seals', 'rubber', 'door', 'cars', 'lh cars', 'intrepid', 'really nice', 'track record']","['LH (ORG)', 'Eagle \nVision (ORG)']","Other signal detected. Key terms: seals, rubber, door, cars, lh cars, intrepid."
" That was probably me. I meant only that nobody has overreacted yet. It seemed to me that Jerry was suggesting that people are currently overreacting, and I vehemently disagree. I see a lot of talk, but not much action. I see now that I misunderstood Jerry's p…",Cyber,21.1,0.249,neutral,0.0,Minimal,"['throw', 'react', 'jerry', 'masses', 'clearly', 'small groups', 'quite bad', 'actually quite']",['Jerry (PERSON)'],"Cyber signal detected. Key terms: throw, react, jerry, masses, clearly, small groups."
